@title,Bahasa Indonesia
#02726,How dare you do that to a person of royal blood?!
#02727,Nooo! My shell's all cracked!
#02728,Whew... I'm bone-tired!
#02729,"Super effective"" my foot!"
#02730,Hisssss! You got me!
#02731,Losing is a real drag!
#02732,I AM... DEFEATED.
#02733,YOU... WIN...
#02734,Ow... Maybe I wasn't cut out to be a pirate after all!
#02735,I SHOULD HAVE QUIT... WHILE I WAS A HEAD...
#02736,No... I have so many regrets...
#02737,Eek!
#02738,Meeee-ow!
#02739,D-Do you have any tape?
#02740,Meeee-ow-ow-ow!
#02741,Nooo! How is this possible?!
#02742,I-I lost?
#02743,Batteries...dying.<br>Power...failing.<br>Underwear...soiled.
,...We will meet again.
#02744,Ouch... You can't expect me to fight with a big crack in my torso!
,...We will meet again.
#02745,Ouch... You can't expect me to fight with a big crack in my butt! (Heh...)
,...We will meet again.
#02746,Ouch... You can't expect me to fight with a big crack in my chin!
,...We will meet again.
#02747,Ouch... You can't expect me to fight with a big crack in my toenail!
,...We will meet again.
#02748,Ouch... You can't expect me to fight with a big crack in my stomach!
,...We will meet again.
#02749,Ouch... I jammed my finger. I can't possibly fight!
,...We will meet again.
#02750,Ouch... You can't expect me to fight when I didn't get enough sleep last night!
,...We will meet again.
#02751,Ouch... I think this is my limit.
#02752,Agh! You got me!
,The boss isn't gonna like this!
#02753,"Well, this day sucks!"
#02754,"OK, you win!"
#02755,I guess I was weak after all!
#02756,Ow! You can't expect me to win fighting on a hill!
#02757,Waaah! Help me!
#02758,Oof! You...got me...!
#02759,Sorry! I'll never do it again!
#02760,"Ouch, that smarts! I guess I wasn't ready after all!"
#02761,Ack! I forgot to equip my equipment!
#02762,Argh! I lost!
#02763,Screeee!
#02764,Ugh. You win!
#02765,Hey! You're not one of my fans!
#02766,Hey! No fair! You can't get so close!
#02767,Aaagh! I wanna go back to the circus!
#02768,"Ca-caw!<br>(""Now I'll never become a plush toy!"")"
#02769,"OK, so maybe it wasn't the best song in the world...!"
#02770,Aaagh! Pay attention to your ship's construction! ...Aaah!
#02771,Oof! My training was obviously insufficient!
#02772,Eek! I'd say you stood up to my attacks just fine!
#02773,Darn! I should've used my old spear hold!
#02774,Nooo! Take good care of my fields!
#02775,Argh! I should've bought some decent weapons instead!
#02776,Huh? You mean I lost?
#02777,Hey! At least gimme back my box!
#02778,You cracked my head!
#02779,Why can't you just let me beat you?!
#02780,BAM! You got me...
#02781,I guess I'm number two...!
#02782,I guess this is the end of the line for me...
#02783,I hope there's room in your brig for me!
#02784,Hey! Nails aren't supposed to pound back!
#02785,Eek! Killer sheep!
#02786,Arr! Ye bested me!
#02787,"Roooooar!<br>(""I'm still hungry!"")"
#02788,Ack! I guess you did choose a good leader after all!
#02789,I looooost?!
#02790,I've made a horrible mistake!
#02791,I guess I've met my match!
#02792,Grrrrrroooaaar?
#02793,I wasn't hungry anyway!
#02794,Ugh! We will meet again!
#02795,Agh! You got me!
,Oil get you for this!
#02796,"OK, then... Would you trade them for this expired coupon?"
#02797,YOU BEAT ME!
#02798,Back to the drawing board!
#02799,"Please, no more!"
#02800,Argh! We shouldn't have taken you all on at once!
#02801,I said to take it easy!
#02802,Burp! Why does my fire always come out too late?!
#02803,Ugh... I think I'm gonna retire!
#02804,But I'm your biggest fan!
#02805,I'm sorry! I'm finished with this business!
#02806,Eek! I knew I should've gotten outta here...!
#02807,"Oh, great. Now my fire comes out!"
#02808,How dare you defy your king?!
#02809,Ack! My modem got disconnected!
#02810,Ow! Now my stomach really does hurt!
#02811,ROOOOOAR!<br>I'M GOING BACK TO SLEEP...
#02812,Uh-oh. Now I'm getting the cold sweats!
#02813,Ow! I'm the one who's supposed to be doing the cutting!
#02814,Where'd everybody go?!
#02815,Hey! I didn't even have time to cast my spell!
#02816,Hey! Y-You put a big crack in my chin!
#02817,Wooooo! Don't tell anybody that I exist!
#02818,Ouch! See you in Beastie Bay!
#02819,OK! OK! So I bought the cakes for myself!
#02820,"Oh, my ring was right here on my finger the whole time..."
#02821,You're too strong! I'll have to revise my ad!
#02822,No! Now I'll never be a pop star!
#02823,Blaaargh! I think I took the wrong medicine...
#02824,Bwa ha ha! You got me!
#02825,Bwa ha ha! Maybe I should get my phone repaired!
#02826,But I was really looking forward to that pudding!
#02827,Now I'll never get a girlfriend!
#02828,"Yep, you got me all right!"
#02829,Y-Y-Ye be too strong for the likes o' me!
#02830,I stand corrected! You're perfectly prepared!
#02831,Why'd you have to be so fit and healthy?!
#02832,"*rumble, rumble* We're cracking up!"
#02833,"*rumble, RUMBLE* Never mind!"
#02834,Ouch! I never would have lost if this had been a dance battle!
#02835,Eek! I think I'll have to kiss that bonus goodbye!
#02836,Ow! One of my fishhooks is stuck in my hand!
#02837,Maybe I was a little too fast!
#02838,I knew I shoulda run!
#02839,"Eek! The sniper has been sniped! Snooped? Snipped? Anyway, I lost!"
#02840,I regret nothing!
#02841,What the--?!
#02842,Aaagh! You got me!
#02843,Wait! It's actually only been 245 years!
#02844,Ouch! That stings!
#02845,You're not supposed to be trying so hard!
#02846,Me-oooow!
#02847,Grrr! That hurt!
#02848,Heh. I have no regrets.
#02849,Come closer...<br>I must tell you something...<br>...Cucumber.
#02850,Hey! It's no fun to lose!
#02851,OK! You win!
#02852,"Oh, SHELL no!"
#02853,Ouch! I should've just fought on the hill!
#02854,I knew it!
#02855,Ow! I think I got the wrong guys!
#02856,"Zzz... Hey, you got me while I was sleeping!"
#02857,Ouch! I really did think we had a family resemblance!
#02858,Remember to use blacksmiths responsibly!
#02859,Ouch! I guess you were a little lamb instead!
#02860,Good luck hatching your eggs!
#02861,You made me forget my spell!
#02862,I guess this was an energy drink instead of poison... Ouch!
#02863,"Ugh! Well, I did my best so I have no regrets!"
#02864,Wait a minute! This spear is actually just a curtain rod!
#02865,Aha! Had enough?
,"...Wait, I lost?"
#02866,No! How could a genuine Viking be defeated?!
#02867,Aaagh! Take good care of your monsters!
#02868,Aaagh! Don't polluuuuute!
#02869,Aaagh! So this was my fate?!
#02870,Now watch me disappear!
#02871,Jump... Jump... *sniff*
#02872,I guess I'm ordinary after all!
#02873,"Actually, you're pretty scary!"
#02874,Now I'll never get to meet my favorite singer...
,Darn...
#02875,Nooooooo!
,You ripped my concert tickets!
,Darn...
#02876,"Drip, drip, droop... I lost..."
#02877,Agh! You beat me!
#02878,Aaagh! Maybe I needed more fertilizer!
#02879,"Ow... Wait, I know! It's Milosoft!"
#02880,I guess I just didn't want it bad enough...
#02881,Aaagh! We won't do it anymore!
#02882,Hey! You got me while I was distracted looking at your weapons!
#02883,"S-So you're the strongest in the world, huh?"
#02884,Oof! I'd better go back into training...
#02885,Ugh... So that's legendary power...
#02886,Crackle...
#02887,"Hey, you pulped us instead!"
#02888,I guess world domination will have to wait...
#02889,I challenge you to rematch! In about 10 years...
#02890,I'm sorry! Really I am!
#02891,You made a monkey out of me!
#02892,"Just don't turn me in for my bounty, please!"
#02893,Ugh... You beat me...
#02894,Ugh... I should've run away...
#02895,Darn... Should've used plan B...
#02896,"Achoo! Maybe I gave you my cold, at least!"
#02897,I'm sorry!
#02898,"To tell you the truth, I wasn't even working on an invention!"
#02899,"Aw, but I really wanted that snack!"
#02900,Eek! Real pirates are scary!
#02901,*yawn* See you later!
#02902,So much for my a-spear-ations of being a comedian!
#02903,So the legendary pirates...
,Have returned... No wonder I couldn't win...
#02904,Whew! This mask is so hot!
#02905,Ow! If only I'd gotten a decent night's sleep!
#02906,Crackle... Running low on power...
#02907,C-Call a doctor!
#02908,Ah! That was a blast!
#02909,HO HO... SORRY...
#02910,No! I bet everything on myself to win!
#02911,Yeah... I should've known I'd lose...
#02912,"Darn you, Fluff...!"
#02913,Burn... Burn... Fizzle...
#02914,Blast! I should've struck while you were weaker!
#02915,Hey! You didn't have to beat me so badly!
#02916,Hmph! I think I'll have to invest in a GPS...
#02917,Blech! So this is what defeat tastes like!
#02918,Hey! I lost a tooth!
#02919,I wish you really were pilots!
#02920,Eek! It looks like I'm the one getting eaten in this scenario!
#02921,Good help is hard to find...
#02922,Oops! Looks like you stood up to me just fine!
#02923,Take the monsters! Just leave me alone!
#02924,I guess I'll have to keep lookin'...
#02925,"Ho ho ho! Hey, what am I laughing about?!"
#02926,Forget your life! Just leave me with mine!
#02927,Eek! It turns out kappas aren't particularly strong!
#02928,"Erm, begone pretty please?"
#02929,Beaten... By rookies...!
#02930,Mommy! They're bein' mean to me!
#02931,How could you beat me?! Inconceivable!
#02932,"Actually, it seems to be clouding up...!"
#02933,Y-You beat me!
#02934,Blaaaaargh!
,Thank... You...
,Darn those mushrooms!
#02935,You impudent wretches!
#02936,Y-You pass the test! Maybe I should go back into training...
#02937,Why couldn't you just have sold it to me?!
#02938,Darn...
#02939,Oof! My ultimate punch needs some work!
#02940,Ah! Thanks for using Bearington Corporation!
#02941,No! My precious bananas!
#02942,Hee hee! Toodle-oo!
#02943,OK! No more pillaging!
#02944,Ouch! How could my fortunetelling be so wrong?!
#02945,Now my ship is the one to sink! How ironic!
#02946,H-Help me!
#02947,Now I lost the battle AND my bet!
#02948,St-Stay away from me!
#02949,*sniff* Party's over!
#02950,Agh! Abandon ship!
#02951,"Well, that could've gone better..."
#02952,"Take five, everybody!"
#02953,And now I'm a defeated tyrant! Waaah!
#02954,Darn you!
#02955,Maybe I should cut down to five meals a day!
#02956,No fair! You're too strong!
#02957,I will have me revenge on ye!
#02958,I can't stop shaking!
#02959,Why couldn't you have just turned back like I asked?!
#02960,Aaagh! I'm going back to Ninja Village!
#02961,Hmph! I can't even beat a bunch of pirates!
#02962,<team>! I'll get you for this!
#02963,"Hey, you ripped my costume!"
#02964,I guess weightlifting and fighting aren't the same thing!
#02965,Y-You're just too strong for us!
#02966,"OK, no more jokes!"
#02967,It appears that we've arrived at a new island.
#02968,I smell adventure!
,"Oh, by the way. We got a postcard from the king. Here, let me read it..."
,"Are you leaving some non-combat crewmates on your ship?"""
,"The more crewmates you have on your ship, the easier everyone's lives will be, so be sure to have plenty!"""
,"It's nice that he's thinking of us, isn't it?"
,"Well, let's get on with this island's quests!"
#02969,I smell adventure!
,"By the way, I was doing a little light reading the other day and learned something about equipment."
,"It seems that some jobs <co=0066cc>have trouble using heavy equipment</co>, and compatibility can change equipment effects."
,"You might want to reevaluate your crew's equipment from time to time. Try using ""<co=0066cc>Suggest</co>"" if you're unsure!"
,"Well, let's get on with this island's quests!"
